doc_id,route,agent1_model,agent1_chemical,agent1_physical,agent1_biological,agent1_methodology,agent1_frame,agent1_n_items,agent1_raw,agent1_time_s,agent1_parse_error,agent1_error,kw_top_pbs,kw_top_score,agent3_model,llm_primary_pb,llm_primary_conf,llm_secondary_pbs,llm_rejected_pbs,llm_reasoning,agent3_time_s,agent3_error,agent4_invoked,agent4_decision,agent4_confidence,agent4_reasoning,agent4_candidates,agent4_time_s,agent4_error,final_primary_pb,total_time_s
362e76793312,llm_judged,qwen2.5:3b,,,,mentioned,earth_sciences,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",0.907,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the relevance of global environmental change (GEC) and emerging infectious diseases (EIDs), emphasizing factors such as under-nutrition and governance that could impact public health. However, it does not measure or model any specific biophysical variable related to Planetary Boundaries. The focus is on social and epidemiological aspects without quantification or modeling of environmental variables.",5.621,,,,,,,,,None,6.531
888d4516378f,llm_judged,qwen2.5:3b,,layer; boundary; meteorol,,mentioned,earth_sciences,3,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""layer"", ""boundary"", ""model"", ""urban"", ""meteorol"", ""scheme"", ""models"", ""eddy"", ""surface"", ""vertical"", ""turbulence""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.633,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses commentaries on top-cited Boundary-Layer Meteorology articles, focusing on the methodology and discussion of boundary-layer processes. There is no explicit measurement or modeling of any biophysical variable that aligns with the Planetary Boundaries framework. The mention of meteorological terms does not indicate an active focus on climate change, ocean acidification, ozone depletion, nutrient flows, freshwater use, land-system changes, biosphere integrity, novel entities, or atmospheric aerosol loading. The small extractor and keyword overlap scorer did not identify any relevant biophysical variables.",6.9,,,,,,,,,None,8.534
f21bc832abc6,llm_judged,qwen2.5:3b,,human; footprint,mammal; species; footprint; presence; activity levels; occurrence,measured,biology,8,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""human"", ""footprint""],
  ""biological_observations"": [
    ""mammal"",
    ""species"",
    ""camera"",
    ""footprint"",
    ""presence"",
    ""activity levels"",
    ""occurrence""
  ],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",1.629,,,,0,qwen2.5:14b,PB7,High,None,"PB1, PB5","The research quantifies the effects of human presence and footprint on mammal occurrence and activity levels across North America. The study measures ecological responses to anthropogenic disturbances, focusing on species traits that predict success in human-dominated landscapes. This biophysical analysis aligns with PB7 as it directly assesses biodiversity integrity and ecosystem response to human pressure.",4.765,,,,,,,,,PB7,6.403
bc0e0fcc32f5,llm_judged,qwen2.5:3b,,energy; heat; surface; measurements; source; uxes; earth; area; hydrol,,measured,earth_sciences,9,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""energy"",
    ""heat"",
    ""surface"",
    ""measurements"",
    ""source"",
    ""data"",
    ""uxes"",
    ""hlas"",
    ""earth"",
    ""area"",
    ""soil"",
    ""hydrol""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.985,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The research measures the seasonal variations of energy balance components over different surfaces using eddy covariance systems and large aperture scintillometers. The study focuses on physical metrics such as sensible heat flux, latent heat flux, and surface characteristics without explicitly addressing climate change or other planetary boundaries directly. The small extractor identified 'energy' and 'heat' metrics but did not suggest any specific PBs, aligning with the abstract's focus.",6.035,,,,,,,,,None,8.023
9e1320ce502d,llm_judged,qwen2.5:3b,,track; intensity,,measured,earth_sciences,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""track"", ""intensity""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.004,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the performance evaluation of mesoscale models for hurricane track and intensity forecasts. The primary variable being measured is forecast accuracy, specifically in terms of storm tracks and intensities over multiple years. This does not directly measure or model any core Planetary Boundary variables but rather uses climate as a background context for evaluating modeling techniques. Neither chemical species nor biological observations are mentioned, and the methodology focuses on model performance metrics without addressing biophysical boundaries.",6.141,,,,,,,,,None,7.148
9c540c6b7af5,llm_judged,qwen2.5:3b,sand; limestone powder,temperature; thermal diffusivity; heat transfer; convection; diffusion-convection model; diffusivity-only model,,none,earth_sciences,8,"{
  ""chemical_species"": [""sand"", ""limestone powder""],
  ""physical_metrics"": [
    ""temperature"",
    ""thermal diffusivity"",
    ""heat transfer"",
    ""convection"",
    ""diffusion-convection model"",
    ""diffusivity-only model""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured,modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.852,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract describes the development and testing of a penetrator device for measuring temperature and thermal diffusivity in planetary regoliths. The focus is on understanding heat transfer mechanisms, particularly convection, which is crucial for interpreting surface energy balance and atmospheric interactions. This work does not directly measure or model any variables related to Planetary Boundaries as defined by the framework.",8.705,,,,,,,,,None,10.56
3e5fff353a4c,llm_judged,qwen2.5:3b,,climate conditions,emergence; long-distance dispersal; mountain pine beetle,measured,earth_sciences,4,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""climate conditions""],
  ""biological_observations"": [""emergence"", ""long-distance dispersal"", ""mountain pine beetle""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",2.491,,,,0,qwen2.5:14b,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on measuring the climatic conditions that influence the emergence and flight of mountain pine beetles, which directly impacts their long-distance dispersal. This operational object aligns with PB1 (Climate Change) because it involves climate-driven biological responses affecting ecosystem dynamics. The small_extractor's physical_metrics identified 'climate conditions,' supporting this choice. No other Planetary Boundaries are explicitly addressed in the measurement or modeling.",13.08,,,,,,,,,PB1,15.573
0f84341d7e44,llm_judged,qwen2.5:3b,,,Nature's Strongholds; ecological,mentioned,earth_sciences,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [""Nature's Strongholds"", ""ecological""],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",2.102,,,,0,qwen2.5:14b,PB7,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB8, PB9","The abstract focuses on the characteristics and scaling up of protected and conserved areas (PCAs) to achieve biodiversity conservation goals under the Global Biodiversity Framework. The emphasis is on ecological integrity, interconnectedness, and effective management of these areas, which directly relates to maintaining ecosystem health and species diversity. This aligns with PB7's core definition of human pressure on genetic, species, and ecosystem diversity. While there are no explicit measurements or models of biophysical variables, the abstract clearly discusses biodiversity conservation efforts that impact biosphere integrity.",14.999,,,,,,,,,PB7,17.103
8a3d4a75e493,llm_judged,qwen2.5:3b,,,,mentioned,earth_sciences,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.813,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the concept of planetary sustainability in the context of space mining and environmental protection, but does not measure or model any specific biophysical variable. The focus is on political, philosophical, and ethical considerations rather than empirical analysis. Neither chemical species nor physical metrics are quantified or modeled; thus, this paper falls outside the Planetary Boundaries framework.",11.738,,,,,,,,,None,13.556
691e52606885,llm_judged,qwen2.5:3b,,,bacteria; bacteriophage,measured,biology,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [""bacteria"", ""bacteriophage""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",2.03,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the impact of resource availability, dispersal and infection genetics on the coevolutionary dynamics between bacteria and bacteriophage. The focus is on biological observations rather than any specific biophysical variable that aligns with the Planetary Boundaries framework. There are no explicit measurements or models related to climate change, ocean acidification, ozone depletion, nutrient flows, freshwater use, land-system changes, biosphere integrity, novel entities, or atmospheric aerosol loading. The small extractor and keyword overlap scorer did not identify any relevant terms.",14.374,,,,,,,,,None,16.406
915bef103e53,llm_judged,qwen2.5:3b,,,ecosystems; landscape-zonal systems; ecological responses,modelled,earth_sciences,3,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""climate"", ""energy"", ""flow"", ""mass"", ""radiation""],
  ""biological_observations"": [""ecosystems"", ""landscape-zonal systems"", ""population"", ""ecological responses""],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",3.099,,,PB1(3),3,qwen2.5:14b,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract describes the construction and application of empirical-statistical models to predict ecosystem transformations based on expected climatic changes derived from global climate models. The primary focus is on evaluating how contemporary ecosystems will change under future warming scenarios, which directly aligns with PB1's core definition of human-driven alteration of the climate system through greenhouse gas emissions and associated warming. While other ecological terms are mentioned, they do not serve as the main analytical focus.",13.754,,,,,,,,,PB1,16.857
b04f1061de65,fast_skip_consensus,qwen2.5:3b,,,,mentioned,social_sciences,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""social_sciences""
}",1.715,,,,0,,None,ConsensusFilter,None,None,Consensus: Agent1 (0 items + non-bio frame) AND scorer (no PB matched).,,,,,,,,,,None,1.717
1abd6b3d8d8b,llm_judged,qwen2.5:3b,,,,mentioned,other,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""other""
}",1.694,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The paper focuses on a transdisciplinary scenario planning workshop aimed at improving stakeholder integration and exploring regional planning scenarios. The primary activity involves evaluating the effectiveness of this process through surveys and interviews, without any direct measurement or modeling of biophysical variables related to Planetary Boundaries. Therefore, it does not qualify as addressing any specific PB.",11.174,,,,,,,,,None,12.87
763c5ac1d0cb,fast_skip_consensus,qwen2.5:3b,,,,mentioned,economics,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""economics""
}",3.335,,,,0,,None,ConsensusFilter,None,None,Consensus: Agent1 (0 items + non-bio frame) AND scorer (no PB matched).,,,,,,,,,,None,3.336
42c958306230,llm_judged,qwen2.5:3b,,particle size; bulk density; organic carbon; slope of the relief,,mentioned,earth_sciences,4,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""particle size"", ""bulk density"", ""organic carbon"", ""slope of the relief""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",12.733,,,,0,qwen2.5:14b,PB5,High,None,"PB1, PB4","The abstract focuses on the development of a model to estimate soil water retention capacity using readily available physical parameters such as particle size, bulk density, and organic carbon content. This work is directly related to PB5 (Freshwater Use) because it deals with the management and understanding of water resources within soils, which impacts freshwater availability and use.",19.608,,,,,,,,,PB5,32.346
6adf36ff1a69,llm_judged,qwen2.5:3b,copper; lead; manganese,,tomato; kidney bean; plant height; chlorophyll a; chlorophyll b; fresh weight per plant; fruit number per plant; total fruit yield per feddan; weight loss; decay percent; acidity; lycopene content; firmness; vitamin C; T.S.S,measured,earth_sciences,18,"{
  ""chemical_species"": [""copper"", ""lead"", ""manganese""],
  ""physical_metrics"": [],
  ""biological_observations"": [
    ""tomato"",
    ""kidney bean"",
    ""plant height"",
    ""chlorophyll a"",
    ""chlorophyll b"",
    ""fresh weight per plant"",
    ""fruit number per plant"",
    ""total fruit yield per feddan"",
    ""weight loss"",
    ""decay percent"",
    ""acidity"",
    ""lycopene content"",
    ""firmness"",
    ""vitamin C"",
    ""T.S.S""
  ],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",27.083,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The research measures the effects of heavy metals (copper, lead, manganese) on tomato and kidney bean plants using natural antioxidants. The primary focus is on plant growth parameters, fruit quality, and heavy metal content in different organs. This study does not directly measure or model any biophysical variables related to Planetary Boundaries but rather focuses on the biological impact of pollution. The small extractor identified chemical species and physical metrics relevant to the study's context, while the keyword overlap scorer did not find matching PB vocabulary.",31.553,,,,,,,,,None,58.64
21ecc353ac74,llm_judged,qwen2.5:3b,,,biodiversity; rights,mentioned,law_policy,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [""biodiversity"", ""rights""],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""law_policy""
}",14.992,,,PB1(3); PB7(3),3,qwen2.5:14b,PB7,High,None,PB1,"The abstract focuses on the legal and institutional frameworks surrounding rights-based biodiversity lawsuits, quantifying antecedents and characterizing early cases. The primary variable of interest is biodiversity loss framed as a rights issue, which aligns with PB7's core definition of human pressure on genetic, species, and ecosystem diversity. While climate change is mentioned in the context of legal challenges, it does not constitute an active measurement or modeling of climatic variables. The small extractor and keyword overlap scorer both suggest potential relevance to biodiversity but do not provide strong signals for other planetary boundaries.",13.876,,,,,,,,,PB7,28.87
cb831c750a69,llm_judged,qwen2.5:3b,,,dodo; thylacine,mentioned,biology,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [""dodo"", ""thylacine""],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""biology""
}",2.33,,,,0,qwen2.5:14b,PB7,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB8, PB9","The abstract focuses on the use of extinct species as conservation flagships to raise awareness and funding for threatened vertebrates. The primary variable being addressed is biodiversity conservation, specifically through public engagement strategies. This aligns with PB7's core definition concerning human pressure on genetic, species, and ecosystem diversity. There are no explicit measurements or models related to biophysical variables that would activate other Planetary Boundaries.",13.654,,,,,,,,,PB7,15.986
78dc23f39924,llm_judged,qwen2.5:3b,,,CAS; ecosystem functioning,mentioned,earth_sciences,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [""CAS"", ""ecosystem functioning""],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",5.757,,,PB7(5),5,qwen2.5:14b,PB7,High,None,PB1,"The abstract focuses on the relationship between biodiversity and ecosystem functioning (BEF) across scales, considering it within complex adaptive systems (CAS). The primary analytical focus is on how biodiversity supports multifunctionality in ecosystems. This aligns with PB7 as it directly addresses species diversity and its impact on ecological processes. While climate is mentioned, it does not serve as an active forcing or measurement relevant to PB1.",15.066,,,,,,,,,PB7,20.826
5d9cbb3d18a7,llm_judged,qwen2.5:3b,,microplastics,ecosystems,measured,earth_sciences,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""microplastics"", ""climate"", ""energy"", ""flow"", ""mass"", ""radiation""],
  ""biological_observations"": [""organisms"", ""populations"", ""ecosystems"", ""physiology"", ""ecological responses""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",8.001,,,PB8(5),5,qwen2.5:14b,PB8,High,None,PB7,"The abstract focuses on the examination of microplastics, their sources, fate, and effects across various environmental reservoirs. The primary variable being studied is microplastics, which are synthetic entities released into the environment with potential harmful impacts. This aligns directly with PB8's core definition of novel entities. While the paper mentions ecological systems, it does not quantify or model biodiversity loss or ecosystem integrity as a primary focus.",12.609,,,,,,,,,PB8,20.613
fd7c9736c65e,llm_judged,qwen2.5:3b,,,hepatitis C virus,mentioned,biology,1,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [""hepatitis C virus"", ""RNA-RNA""],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""biology""
}",7.396,,,PB7(2),2,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the structural analysis of RNA molecules and their roles in viral infections, specifically hepatitis C virus (HCV). The primary analytical focus is on RNA folding and its functional implications for viral propagation. This does not align with any specific Planetary Boundary as it pertains to biological processes rather than environmental or ecological systems.",12.735,,True,None,High,"The abstract discusses RNA functional diversity and its role in viral infections, but it does not measure or model biodiversity, species decline, habitat loss, or ecosystem integrity. The focus is on molecular virology and structural analysis of RNA, which do not align with the core definition of PB7.",PB7,11.149,,None,31.284
bb758b998875,llm_judged,qwen2.5:3b,aerosol; cloud,ice water content (IWC); concentration of very small crystals; large ice crystals; water-subsaturated conditions; het-erogeneous ice nucleation; microphysics scheme,,measured,earth_sciences,8,"{
  ""chemical_species"": [""aerosol"", ""cloud""],
  ""physical_metrics"": [""ice water content (IWC)"", ""concentration of very small crystals"", ""large ice crystals"", ""water-subsaturated conditions"", ""het-erogeneous ice nucleation"", ""microphysics scheme""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",4.018,,,PB9(3),3,qwen2.5:14b,PB9,High,None,PB1,"The research focuses on the parameterization of ice crystal formation in WRF-Chem, a meteorological and climate model. The study measures ice water content (IWC) under various conditions to improve the representation of ice clouds, which is directly related to atmospheric processes. This aligns with PB9 due to its focus on aerosol and cloud interactions, despite the abstract mentioning broader climate impacts in passing.",58.684,,,,,,,,,PB9,62.705
12b645b93197,llm_judged,qwen2.5:3b,resveratrol; lipoic acid,,neuroprotection; ischemia; reperfusion; infarct volume; blood flow; transient ischemia; permanent ischemia,measured,biology,9,"{
  ""chemical_species"": [""resveratrol"", ""lipoic acid""],
  ""physical_metrics"": [],
  ""biological_observations"": [""neuroprotection"", ""ischemia"", ""reperfusion"", ""infarct volume"", ""blood flow"", ""transient ischemia"", ""permanent ischemia""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",8.92,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The study measures the neuroprotective effects of resveratrol and lipoic acid in a rat model of ischemia/reperfusion. The primary focus is on biological observations related to stroke treatment, with no quantification or modeling of biophysical variables relevant to Planetary Boundaries. Neither chemical species nor physical metrics overlap with any PB definitions.",7.998,,,,,,,,,None,16.923
eac718b2695f,llm_judged,qwen2.5:3b,,OLAP; data mining processing primitives; scanning and ﬁltering the data,,mentioned,engineering,3,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""OLAP"", ""data mining processing primitives"", ""scanning and ﬁltering the data""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",1.236,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the implementation and evaluation of data mining algorithms using graphic card processor technology within a business intelligence system. The paper does not measure, model or experimentally manipulate any biophysical variables related to Planetary Boundaries. It is purely methodological and falls under engineering without any environmental context.",5.017,,,,,,,,,None,6.255
aa624c008b5e,llm_judged,qwen2.5:3b,aircraft; NOx; ozone; methane,climate; air quality; global model performance; aerosol emissions; troposphere; stratosphere; sulfate-nitrate-ammonium cycle,,modelled,engineering,11,"{
  ""chemical_species"": [""aircraft"", ""NOx"", ""ozone"", ""methane""],
  ""physical_metrics"": [""climate"", ""air quality"", ""global model performance"", ""aerosol emissions"", ""troposphere"", ""stratosphere"", ""sulfate-nitrate-ammonium cycle""],
  ""biological_observations"": [],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""engineering""
}",1.88,,,PB1(3),3,qwen2.5:14b,PB1,High,PB9,"PB2, PB4, PB5, PB6, PB7, PB8","The abstract focuses on the impact of aircraft NOx emissions on climate through a global model that includes tropospheric and stratospheric chemistry. The primary variable being modeled is the effect of NOx emissions on ozone and methane levels, which directly influences climate change. This aligns with PB1's core definition of human-driven alteration of the climate system via greenhouse gas emissions and associated warming. While aerosol emissions are mentioned, they do not constitute the main focus of the biophysical analysis.",6.932,,,,,,,,,PB1,8.814
b98dbc59db77,fast_skip_consensus,qwen2.5:3b,,,,mentioned,social_sciences,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""social_sciences""
}",0.894,,,,0,,None,ConsensusFilter,None,None,Consensus: Agent1 (0 items + non-bio frame) AND scorer (no PB matched).,,,,,,,,,,None,0.898
86f81d458b73,llm_judged,qwen2.5:3b,,,,mentioned,engineering,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",0.827,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the development of a novel framework for knowledge graph completion, REFORM, which addresses issues related to incomplete KGs and errors in automatically constructed KGs. The paper does not measure or model any biophysical variables but rather deals with artificial intelligence systems and data processing methodologies. Therefore, it falls outside the scope of Planetary Boundaries analysis.",5.449,,,,,,,,,None,6.279
6f01ecadd134,llm_judged,qwen2.5:3b,,,,mentioned,engineering,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",0.849,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract describes a bioinformatic workflow construction using social-aware knowledge graphs, focusing on reusing and repurposing fragments to avoid errors and save effort. There is no quantification or modeling of any biophysical variables related to the Planetary Boundaries framework. The small extractor and keyword overlap scorer confirm there are no relevant physical metrics, biological observations, or chemical species mentioned.",5.583,,,,,,,,,None,6.434
920f794e4330,llm_judged,qwen2.5:3b,,,,mentioned,engineering,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",0.866,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the introduction and formalization of a new concept called 'Conditional Heavy Hitters' in data analysis, particularly for network monitoring and Markov chain modeling. The work does not measure or model any biophysical variables related to Planetary Boundaries but rather deals with algorithmic efficiency and analytical methods. Neither chemical species nor physical metrics are quantified or modeled; the methodology is mentioned only as a background context without specific application to environmental systems.",13.177,,,,,,,,,None,14.045
5aaab1fa33a3,llm_judged,qwen2.5:3b,mineral dust; nitrate; sulfate; ammonium; elemental carbon; primary organic matter,"AOD; Ångström exponent; PM2.5; PM10; surface concentrations of particulate matter PM2.5, PM10 and inorganic species (nitrate, sulfate and ammonium); mean temporal correlation; spatial correlation",,modelled,earth_sciences,13,"{
  ""chemical_species"": [""mineral dust"", ""nitrate"", ""sulfate"", ""ammonium"", ""elemental carbon"", ""primary organic matter""],
  ""physical_metrics"": [""AOD"", ""Ångström exponent"", ""PM2.5"", ""PM10"", ""surface concentrations of particulate matter PM2.5, PM10 and inorganic species (nitrate, sulfate and ammonium)"", ""mean temporal correlation"", ""spatial correlation""],
  ""biological_observations"": [],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",7.393,,,PB9(10),10,qwen2.5:14b,PB9,High,None,"PB4, PB7","The abstract focuses on modeling the speciation and size distribution of aerosols over a large geographical area, comparing model outputs with measurements from AERONET and EMEP networks. The primary variable being analyzed is atmospheric aerosol particles, which directly aligns with PB9's core definition. While other biophysical variables are mentioned (e.g., PM2.5, PM10), they serve to validate the aerosol modeling rather than being the main focus.",18.691,,,,,,,,,PB9,26.088
366136a3d081,llm_judged,qwen2.5:3b,,,,mentioned,engineering,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",9.096,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the development and simulation of a trust model (ACO-BTM) for cloud computing environments, using ant colony optimization algorithms. The primary variable analyzed is the dynamic behavior trust between entities in cloud systems, which does not correspond to any biophysical planetary boundary variables or processes. The small extractor and keyword overlap scorer did not identify any relevant physical metrics, biological observations, or chemical species related to Planetary Boundaries.",16.139,,,,,,,,,None,25.238
8319c3cdd2d2,llm_judged,qwen2.5:3b,,optical properties; intensive parameters; smoke travel time; land cover type; effective predominant vegetation type,,measured,earth_sciences,5,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""optical properties"", 
    ""intensive parameters"", 
    ""smoke travel time"", 
    ""land cover type"", 
    ""effective predominant vegetation type""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",9.802,,,,0,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The abstract focuses on Lidar measurements of smoke layers and their optical properties, intensive parameters, and travel times. The analysis involves estimating the origin of aerosol pollution using HYSPLIT dispersion models and correlating these with land cover types derived from satellite data. This operational object aligns directly with PB9's focus on atmospheric aerosols and particulate matter. While there is no explicit mention of climate change impacts or other planetary boundaries, the core analysis centers on aerosol loading and its environmental implications.",16.342,,,,,,,,,PB9,26.146
e727426383d4,llm_judged,qwen2.5:3b,pollutant,synoptic-scale flows; thermally-driven mesoscale winds; turbulent fluxes; meteorological variables; surface measurements of meteorological variables; particulate matter of less than 10 µm in diameter; nitrogen dioxide,,none,earth_sciences,8,"{
  ""chemical_species"": [""pollutant""],
  ""physical_metrics"": [
    ""synoptic-scale flows"",
    ""thermally-driven mesoscale winds"",
    ""turbulent fluxes"",
    ""meteorological variables"",
    ""surface measurements of meteorological variables"",
    ""particulate matter of less than 10 µm in diameter"",
    ""nitrogen dioxide""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured|modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",11.521,,,PB9(3),3,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The research focuses on modeling atmospheric circulation and pollutant dispersion in mountainous regions using high-resolution meteorological models. The primary variable of interest is particulate matter (PM10) and nitrogen dioxide concentrations, which are directly measured and compared with model outputs to assess air quality impacts. This aligns closely with PB9 due to the explicit focus on aerosol loading and its effects on regional pollution levels. While other signals suggested a connection to PB9 based on chemical species like particulate matter, they did not provide additional context for other potential planetary boundaries.",61.212,,,,,,,,,PB9,72.737
